3040,Nathan Wang,AW00014039,55,50 and above,VIP,2013-12-05,143,3,6808,6,5,2269,425
3041,Stephanie Morris,AW00014040,57,50 and above,New,2013-06-12,149,1,32,2,2,32,32
3042,Danielle Bell,AW00014041,57,50 and above,New,2013-09-06,146,2,4765,5,5,2382,1191
3043,Stephanie Adams,AW00014042,63,50 and above,New,2013-12-12,143,1,22,1,1,22,22
3044,Mary Gonzalez,AW00014043,63,50 and above,New,2013-03-05,152,1,57,2,2,57,57
3045,Thomas Wright,AW00014044,62,50 and above,Regular,2013-06-04,149,2,3357,4,4,1678,223
3046,Tanya Ramos,AW00014045,53,50 and above,VIP,2013-12-25,143,3,6804,5,4,2268,425
3047,Cheryl Sanz,AW00014046,53,50 and above,VIP,2013-08-16,147,3,5645,5,5,1881,470
3048,Linda Alvarez,AW00014047,57,50 and above,VIP,2013-08-13,147,3,5643,5,4,1881,434
3049,Wyatt Mitchell,AW00014048,58,50 and above,VIP,2013-12-08,143,3,5123,5,5,1707,320
3050,Gina Hernandez,AW00014049,57,50 and above,VIP,2013-12-20,143,3,5290,9,9,1763,311
3051,Manuel Lopez,AW00014050,54,50 and above,VIP,2013-08-04,147,3,5650,5,5,1883,470
3052,Nathaniel Rivera,AW00014051,43,40-49,VIP,2013-08-12,147,3,5607,6,6,1869,467
3053,Jorge Ma,AW00014052,48,40-49,New,2013-06-05,149,2,86,4,4,43,17
3054,Tamara Huang,AW00014053,48,40-49,New,2013-02-08,153,2,86,4,4,43,86
3055,Reginald Martin,AW00014054,60,50 and above,New,2014-01-24,142,3,280,5,5,93,140
3056,Alejandro Kumar,AW00014055,60,50 and above,VIP,2013-12-28,143,3,5177,6,6,1725,323
3057,Nelson Sanz,AW00014056,60,50 and above,New,2014-01-18,142,3,128,4,4,42,16
3058,Lance Alonso,AW00014057,60,50 and above,New,2014-01-20,142,2,115,4,4,57,28
3059,Johnny Anand,AW00014058,49,40-49,VIP,2013-08-03,147,3,5652,7,7,1884,471
3060,Rodney Ramos,AW00014059,49,40-49,New,2013-07-04,148,2,106,5,5,53,26
3061,Cedric Sharma,AW00014060,54,50 and above,New,2013-10-24,145,2,99,3,3,49,14
3062,Naomi Torres,AW00014061,55,50 and above,New,2013-03-30,152,2,82,4,4,41,82
3063,Madison Clark,AW00014062,55,50 and above,VIP,2013-08-16,147,3,5648,5,5,1882,470
3064,Patrick Sands,AW00014063,50,50 and above,VIP,2013-08-02,147,3,5676,5,4,1892,473
3065,Stacey Li,AW00014064,56,50 and above,VIP,2013-08-19,147,3,5694,8,8,1898,474
3066,Samuel Diaz,AW00014065,56,50 and above,VIP,2013-08-10,147,3,5608,4,3,1869,467
3067,Melody Jimenez,AW00014066,57,50 and above,Regular,2013-08-09,147,3,3611,8,8,1203,300
3068,Larry Sanz,AW00014067,58,50 and above,New,2013-08-16,147,2,115,4,4,57,28
3069,Brent McDonald,AW00014068,58,50 and above,New,2013-08-19,147,2,77,3,3,38,25
3070,Joy Serrano,AW00014069,52,50 and above,New,2013-12-24,143,2,174,6,6,87,43
3071,Ricky Alonso,AW00014070,61,50 and above,VIP,2013-08-12,147,3,5619,4,4,1873,468
3072,Jack Li,AW00014071,61,50 and above,New,2013-07-31,148,3,5618,5,5,1872,510
3073,Allen Smith,AW00014072,63,50 and above,New,2013-08-18,147,2,75,2,2,37,75
3074,Gabriel Alexander,AW00014073,85,50 and above,New,2013-10-21,145,2,157,7,6,78,19
3075,Barbara Xu,AW00014074,71,50 and above,New,2013-05-27,150,2,60,3,3,30,60
3076,Robert Harris,AW00014075,43,40-49,New,2013-04-23,151,1,57,2,2,57,57
3077,Justin Ross,AW00014076,44,40-49,New,2013-05-03,150,1,72,2,2,72,72
3078,Bryan Townsend,AW00014077,44,40-49,New,2013-10-19,145,4,180,8,8,45,90
3079,Ryan Alexander,AW00014078,44,40-49,New,2013-01-18,154,1,839,2,2,839,839
3080,Lauren Price,AW00014079,44,40-49,Regular,2014-01-26,142,4,224,11,10,56,18
3081,Cynthia Srini,AW00014080,44,40-49,Regular,2013-04-06,151,2,1848,4,4,924,142
3082,Nicole Butler,AW00014081,40,40-49,New,2013-02-18,153,2,3451,3,3,1725,313
3083,Johnny Jai,AW00014082,40,40-49,New,2013-12-14,143,1,22,1,1,22,22
3084,Nathan Lopez,AW00014083,39,30-39,Regular,2013-03-16,152,2,2751,3,3,1375,229
3085,Robert Lal,AW00014084,40,40-49,New,2013-08-27,147,4,138,9,9,34,46
3086,Nathan Garcia,AW00014085,40,40-49,New,2013-04-24,151,1,37,3,3,37,37
3087,Maurice Chander,AW00014086,74,50 and above,New,2014-01-20,142,2,70,6,4,35,23
3088,Harold Garcia,AW00014087,83,50 and above,New,2013-07-08,148,3,342,5,5,114,68
3089,Alexandra Lopez,AW00014088,42,40-49,Regular,2013-05-22,150,2,2755,3,3,1377,196
3090,Kaitlyn Gray,AW00014089,41,40-49,Regular,2013-04-17,151,2,1893,4,4,946,145
3091,Jennifer Lewis,AW00014090,42,40-49,New,2013-04-30,151,1,86,2,2,86,86
3092,Logan Thomas,AW00014091,42,40-49,New,2013-08-05,147,5,251,11,10,50,35
3093,Maurice Nath,AW00014092,42,40-49,New,2013-09-08,146,1,57,2,2,57,57
3094,Jillian Arthur,AW00014093,43,40-49,New,2013-08-23,147,1,31,2,2,31,31
3095,Amanda Russell,AW00014094,43,40-49,New,2013-04-26,151,1,22,1,1,22,22
3096,Paige Griffin,AW00014095,43,40-49,Regular,2013-04-11,151,2,1801,4,4,900,150
3097,Samuel Green,AW00014096,40,40-49,New,2014-01-20,142,5,233,12,12,46,33
3098,Johnathan Srini,AW00014097,40,40-49,New,2013-07-25,148,1,57,2,2,57,57
3099,Allison Lopez,AW00014098,41,40-49,Regular,2013-04-12,151,2,1845,4,4,922,153
3100,Rafael Lin,AW00014099,80,50 and above,New,2013-09-14,146,3,200,5,5,66,33
3101,Alisha Xu,AW00014100,73,50 and above,New,2013-12-06,143,3,226,5,5,75,37
3102,Franklin Lal,AW00014101,77,50 and above,Regular,2013-08-13,147,3,3679,7,7,1226,306
3103,Lisa Huang,AW00014102,78,50 and above,Regular,2013-08-01,147,3,3666,6,6,1222,305
3104,Monique Blanco,AW00014103,76,50 and above,Regular,2013-09-08,146,3,3611,7,6,1203,277
3105,Sydney James,AW00014104,43,40-49,Regular,2013-04-01,151,2,1889,4,4,944,157
3106,Jackson Zhang,AW00014105,43,40-49,Regular,2013-04-11,151,2,1784,4,4,892,148
3107,Melissa Hughes,AW00014106,44,40-49,Regular,2013-04-28,151,2,1839,5,5,919,153
3108,Alexandra Garcia,AW00014107,44,40-49,New,2013-03-19,152,1,819,4,4,819,819
3109,Thomas Yang,AW00014108,45,40-49,New,2013-04-08,151,1,839,2,2,839,839
3110,Aidan Gonzales,AW00014109,45,40-49,Regular,2013-08-15,147,2,2701,2,2,1350,168
3111,Dakota Simmons,AW00014110,47,40-49,New,2013-04-23,151,1,819,4,4,819,819
3112,Michael Anderson,AW00014111,47,40-49,New,2013-07-31,148,1,77,2,2,77,77
3113,Charles Sanchez,AW00014112,47,40-49,Regular,2013-06-03,149,2,3361,5,5,1680,258
3114,Natalie Lopez,AW00014113,48,40-49,New,2013-05-07,150,1,22,1,1,22,22
3115,Chloe Martin,AW00014114,48,40-49,New,2014-01-28,142,1,86,2,2,86,86
3116,Samantha Gonzales,AW00014115,42,40-49,Regular,2013-06-09,149,2,3297,3,3,1648,253
3117,Brianna Torres,AW00014116,52,50 and above,Regular,2013-06-21,149,2,3317,3,3,1658,255
3118,Emma Cook,AW00014117,51,50 and above,Regular,2013-06-13,149,2,3352,4,4,1676,257
3119,Elizabeth Ross,AW00014118,47,40-49,New,2013-09-18,146,2,4741,4,4,2370,948
3120,Paige Cooper,AW00014119,53,50 and above,New,2013-10-28,145,3,149,7,6,49,24
3121,Gabrielle Cooper,AW00014120,53,50 and above,Regular,2013-06-27,149,2,3376,5,5,1688,259
3122,Devon Goel,AW00014121,52,50 and above,Regular,2013-06-08,149,2,3319,4,4,1659,255
3123,Kaitlyn Miller,AW00014122,72,50 and above,New,2013-04-16,151,1,31,2,2,31,31
3124,Erick Mehta,AW00014123,40,40-49,New,2013-07-15,148,2,62,3,3,31,15
3125,Justin Li,AW00014124,39,30-39,New,2013-11-14,144,2,58,2,2,29,8
3126,Shane Gonzalez,AW00014125,42,40-49,New,2013-02-13,153,2,3772,2,2,1886,628
3127,Andy Dominguez,AW00014126,41,40-49,New,2013-11-28,144,2,136,6,5,68,15
3128,Lacey Zhang,AW00014127,44,40-49,New,2013-03-11,152,2,3809,4,4,1904,544
3129,Ian Harris,AW00014128,41,40-49,New,2013-03-05,152,2,3836,5,5,1918,548
3130,Monica Martinez,AW00014129,40,40-49,New,2013-04-15,151,2,3750,2,2,1875,468
3131,Rebekah Serrano,AW00014130,41,40-49,New,2013-04-28,151,2,3814,5,5,1907,476
3132,Javier Navarro,AW00014131,41,40-49,New,2013-03-30,152,2,3807,3,3,1903,543
3133,Brandon Ross,AW00014132,43,40-49,New,2013-05-09,150,2,3804,3,3,1902,422
3134,Ricardo Kumar,AW00014133,42,40-49,New,2013-05-05,150,2,3764,4,4,1882,418
3135,Cassandra Fernandez,AW00014134,43,40-49,New,2013-05-03,150,2,3835,4,4,1917,426
3136,Clayton Xie,AW00014135,76,50 and above,New,2013-04-18,151,1,87,3,3,87,87
3137,Louis She,AW00014136,77,50 and above,New,2013-05-23,150,1,72,4,4,72,72
3138,Joy Ruiz,AW00014137,76,50 and above,Regular,2013-06-29,149,2,4397,3,3,2198,183
3139,Vincent He,AW00014138,76,50 and above,Regular,2013-06-03,149,2,4443,5,5,2221,185
3140,Meredith Sai,AW00014139,59,50 and above,Regular,2013-06-26,149,2,4397,3,3,2198,183
3141,Meagan Sai,AW00014140,58,50 and above,Regular,2013-07-03,148,2,4397,3,3,2198,175
3142,Ana Bryant,AW00014141,60,50 and above,Regular,2013-07-25,148,2,3282,5,5,1641,193
3143,Damien Zheng,AW00014142,59,50 and above,New,2013-10-29,145,1,29,2,2,29,29
3144,Jill Sandoval,AW00014143,54,50 and above,New,2014-01-17,142,2,134,6,6,67,14
3145,Lee Gutierrez,AW00014144,60,50 and above,New,2013-10-25,145,1,57,2,2,57,57
3146,Jessie Ye,AW00014145,61,50 and above,New,2013-02-06,153,1,24,2,2,24,24
3147,Toni Sara,AW00014146,60,50 and above,VIP,2013-10-16,145,3,6750,8,8,2250,225
3148,Marcus Rivera,AW00014147,62,50 and above,Regular,2013-08-07,147,2,4397,3,3,2198,175
3149,Shaun Sharma,AW00014148,62,50 and above,Regular,2013-08-08,147,2,4406,4,4,2203,183
3150,Donald Srini,AW00014149,48,40-49,Regular,2013-08-23,147,2,4417,3,3,2208,184
3151,Billy Munoz,AW00014150,61,50 and above,VIP,2013-10-02,145,3,6705,5,5,2235,223
3152,Marie Martin,AW00014151,44,40-49,New,2013-09-16,146,1,86,2,2,86,86
3153,Luke Turner,AW00014152,50,50 and above,New,2013-07-25,148,1,72,2,2,72,72
3154,Dylan Lewis,AW00014153,49,40-49,New,2013-05-11,150,1,49,3,3,49,49
3155,Willie Gao,AW00014154,44,40-49,Regular,2013-08-24,147,2,3018,6,6,1509,167
3156,Olivia Morris,AW00014155,44,40-49,VIP,2013-10-05,145,2,5993,3,3,2996,199
3157,Preston Gonzalez,AW00014156,51,50 and above,New,2013-11-14,144,2,230,5,5,115,25
3158,Willie Xu,AW00014157,45,40-49,VIP,2013-10-28,145,3,6650,4,4,2216,221
3159,Craig Moreno,AW00014158,51,50 and above,VIP,2013-10-20,145,2,5977,5,5,2988,199
3160,Jay Malhotra,AW00014159,45,40-49,VIP,2013-10-13,145,2,5930,4,4,2965,197
3161,Brittney Hu,AW00014160,50,50 and above,VIP,2013-10-09,145,3,6679,8,8,2226,256
3162,Claudia Li,AW00014161,51,50 and above,VIP,2013-11-03,144,3,6497,7,7,2165,240
3163,Brett Garcia,AW00014162,50,50 and above,VIP,2013-12-19,143,3,6473,7,7,2157,231
3164,Ebony Garcia,AW00014163,50,50 and above,VIP,2013-12-04,143,3,6566,7,7,2188,234
3165,Kari Smith,AW00014164,45,40-49,VIP,2013-12-05,143,3,6484,7,7,2161,231
3166,Natalie Gray,AW00014165,51,50 and above,VIP,2013-10-08,145,2,5910,4,4,2955,197
3167,Elizabeth Jenkins,AW00014166,97,50 and above,New,2013-02-14,153,1,72,2,2,72,72
3168,Pamela Subram,AW00014167,69,50 and above,Regular,2013-08-07,147,2,4406,4,4,2203,183
3169,Edwin Guo,AW00014168,68,50 and above,New,2014-01-25,142,1,72,4,4,72,72
3170,Carmen Martinez,AW00014169,46,40-49,Regular,2013-08-18,147,2,3262,3,3,1631,181
3171,Rebekah Moreno,AW00014170,51,50 and above,Regular,2013-08-01,147,2,3291,4,4,1645,193
3172,Michele Lal,AW00014171,75,50 and above,VIP,2013-12-12,143,3,6616,10,10,2205,236
3173,Carla Garcia,AW00014172,76,50 and above,New,2013-09-18,146,2,75,6,6,37,15
3174,Tonya Shan,AW00014173,75,50 and above,New,2013-05-25,150,1,39,3,3,39,39
3175,Alberto Diaz,AW00014174,69,50 and above,New,2013-02-22,153,1,39,3,3,39,39
3176,Cynthia Mehta,AW00014175,75,50 and above,New,2014-01-13,142,2,145,7,7,72,29
3177,Mindy Rai,AW00014176,74,50 and above,New,2013-06-10,149,1,122,4,4,122,122
3178,Kenneth Nara,AW00014177,74,50 and above,New,2013-12-08,143,1,47,4,4,47,47
3179,Katie Raje,AW00014178,73,50 and above,New,2013-11-24,144,1,87,3,3,87,87
3180,Claudia Xu,AW00014179,68,50 and above,New,2014-01-14,142,1,72,3,3,72,72
3181,Henry Patel,AW00014180,74,50 and above,New,2013-05-09,150,1,33,1,1,33,33
3182,Adriana Chandra,AW00014181,73,50 and above,VIP,2013-06-28,149,3,8326,5,5,2775,378
3183,Steve Lin,AW00014182,60,50 and above,New,2013-09-02,146,1,33,1,1,33,33
3184,Robyn Carlson,AW00014183,61,50 and above,VIP,2013-07-27,148,3,8321,5,5,2773,308
3185,Caleb Jenkins,AW00014184,55,50 and above,New,2013-07-29,148,2,105,6,6,52,35
3186,Frank Vazquez,AW00014185,67,50 and above,VIP,2013-07-31,148,4,9524,13,12,2381,595
3187,Katrina Tang,AW00014186,68,50 and above,VIP,2013-08-12,147,4,9796,10,10,2449,576
3188,Eugene Lu,AW00014187,67,50 and above,New,2013-12-07,143,1,37,2,2,37,37
3189,Meagan Sanchez,AW00014188,68,50 and above,New,2013-07-20,148,1,33,1,1,33,33
3190,Krista Martin,AW00014189,68,50 and above,VIP,2013-06-10,149,3,8317,4,4,2772,378
3191,Candace Patel,AW00014190,69,50 and above,New,2013-07-16,148,1,37,2,2,37,37
3192,Derrick Martin,AW00014191,63,50 and above,VIP,2013-07-15,148,3,8301,5,5,2767,307
3193,Ronald Kapoor,AW00014192,69,50 and above,VIP,2013-08-03,147,4,9452,10,10,2363,556
3194,Pamela Vance,AW00014193,69,50 and above,New,2013-05-23,150,1,37,2,2,37,37
3195,Cassie Rai,AW00014194,70,50 and above,New,2013-09-27,146,2,169,7,6,84,28
3196,Clinton Blanco,AW00014195,70,50 and above,VIP,2013-08-04,147,3,8316,7,7,2772,297
3197,Felicia Dominguez,AW00014196,69,50 and above,New,2014-01-08,142,2,138,6,6,69,15
3198,Frank Gill,AW00014197,65,50 and above,New,2013-10-08,145,1,107,3,3,107,107
3199,Daisy Romero,AW00014198,70,50 and above,VIP,2013-06-07,149,3,8308,7,7,2769,377
3200,Samuel Anderson,AW00014199,71,50 and above,New,2013-08-24,147,2,119,6,6,59,59
3201,Colleen Goel,AW00014200,71,50 and above,VIP,2013-09-28,146,4,9422,10,10,2355,523
3202,Marie Serrano,AW00014201,72,50 and above,New,2013-11-14,144,1,33,1,1,33,33
3203,Clayton Zeng,AW00014202,71,50 and above,New,2013-04-28,151,1,33,1,1,33,33
3204,Seth Rodriguez,AW00014203,73,50 and above,VIP,2013-08-31,147,3,7082,9,9,2360,416
3205,Chelsea Sara,AW00014204,56,50 and above,New,2013-01-28,154,1,72,3,3,72,72
3206,Wesley Wu,AW00014205,73,50 and above,New,2013-03-19,152,1,33,1,1,33,33
3207,Edwin West,AW00014206,72,50 and above,New,2014-01-09,142,1,157,3,3,157,157
3208,JosΓö£┬« Saraiva,AW00014207,72,50 and above,VIP,2013-06-17,149,3,8361,6,6,2787,398
3209,Eugene Xu,AW00014208,72,50 and above,New,2013-07-18,148,2,117,7,7,58,23
3210,Craig Ramos,AW00014209,45,40-49,New,2013-11-10,144,3,194,4,4,64,21
3211,Jenny Tang,AW00014210,43,40-49,VIP,2013-08-28,147,3,5621,5,5,1873,468
3212,Emma Bradley,AW00014211,39,30-39,VIP,2013-08-05,147,3,5663,7,7,1887,471
3213,Erick Madan,AW00014212,45,40-49,New,2013-06-08,149,2,82,4,4,41,82
3214,Autumn Guo,AW00014213,44,40-49,New,2013-11-11,144,2,86,4,4,43,14
3215,Robyn Munoz,AW00014214,45,40-49,VIP,2013-08-04,147,3,5760,7,7,1920,480
3216,Stacey Yang,AW00014215,45,40-49,New,2013-07-31,148,3,5666,8,8,1888,515
3217,Edwin Zheng,AW00014216,40,40-49,VIP,2013-08-03,147,3,5654,5,4,1884,471
3218,Terrance Lopez,AW00014217,40,40-49,New,2013-07-04,148,2,139,5,5,69,34
3219,Karl Kumar,AW00014218,40,40-49,VIP,2013-08-18,147,3,5652,9,8,1884,471
3220,Christy Ye,AW00014219,45,40-49,VIP,2013-08-27,147,3,5744,8,8,1914,478
3221,Latasha Romero,AW00014220,40,40-49,VIP,2013-08-20,147,3,5696,9,8,1898,474
3222,Glenn Zhao,AW00014221,48,40-49,New,2013-08-28,147,2,82,4,4,41,16
3223,Dawn Zhang,AW00014222,42,40-49,New,2013-12-14,143,2,82,4,4,41,20
3224,Larry Rubio,AW00014223,42,40-49,New,2013-06-17,149,2,156,5,5,78,156
3225,Tamara She,AW00014224,41,40-49,New,2013-08-02,147,3,5621,5,5,1873,511
3226,Alisha Chen,AW00014225,48,40-49,VIP,2013-08-26,147,3,5604,5,5,1868,467
3227,Heidi Mehta,AW00014226,47,40-49,VIP,2013-09-06,146,3,5656,6,6,1885,471
3228,Alison Xu,AW00014227,42,40-49,New,2013-12-12,143,2,115,4,4,57,11
3229,Arturo Raje,AW00014228,48,40-49,New,2014-01-08,142,2,75,2,2,37,8
3230,Allen Perez,AW00014229,48,40-49,New,2013-11-06,144,2,75,2,2,37,12
3231,Luis Coleman,AW00014230,48,40-49,VIP,2013-09-26,146,3,5662,7,7,1887,471
3232,Kari Sai,AW00014231,47,40-49,New,2013-07-25,148,2,84,3,3,42,16
3233,Omar Huang,AW00014232,43,40-49,New,2013-05-12,150,2,77,3,3,38,38
3234,Ricardo She,AW00014233,49,40-49,New,2013-07-26,148,2,79,3,3,39,79
3235,Gina Romero,AW00014234,50,50 and above,VIP,2013-09-22,146,3,5687,6,6,1895,437
3236,Larry Alvarez,AW00014235,44,40-49,VIP,2013-10-14,145,3,5682,8,8,1894,437
3237,Abigail Richardson,AW00014236,44,40-49,VIP,2013-10-26,145,3,5710,7,7,1903,439
3238,Kate Andersen,AW00014237,44,40-49,New,2013-08-11,147,2,90,5,5,45,22
3239,Jay Gonzalez,AW00014238,50,50 and above,VIP,2013-10-20,145,3,5643,7,7,1881,434
3240,Maria Peterson,AW00014239,79,50 and above,Regular,2013-06-02,149,2,3295,2,2,1647,253
3241,Caroline Foster,AW00014240,79,50 and above,Regular,2013-06-27,149,2,3391,6,6,1695,260
3242,Grace Wood,AW00014241,78,50 and above,New,2013-07-31,148,1,85,3,3,85,85
3243,Rafael Ye,AW00014242,78,50 and above,Regular,2013-06-03,149,2,3351,4,4,1675,279
3244,Gregory Winston,AW00014243,72,50 and above,New,2013-04-06,151,1,72,2,2,72,72
3245,Jennifer Griffin,AW00014244,67,50 and above,New,2013-12-20,143,3,155,5,5,51,19
3246,Ana Russell,AW00014245,77,50 and above,New,2013-01-30,154,1,57,2,2,57,57
3247,Devin Garcia,AW00014246,72,50 and above,New,2013-03-02,152,1,72,2,2,72,72
3248,Hunter Allen,AW00014247,78,50 and above,New,2014-01-10,142,1,81,3,3,81,81
3249,Misty Tang,AW00014248,78,50 and above,New,2013-09-24,146,1,57,2,2,57,57
3250,Eduardo Thomas,AW00014249,78,50 and above,New,2013-05-30,150,1,96,3,3,96,96
3251,Adam Collins,AW00014250,77,50 and above,New,2013-08-30,147,1,31,2,2,31,31
3252,Alex Brooks,AW00014251,77,50 and above,New,2013-11-06,144,1,72,2,2,72,72
3253,Destiny Cook,AW00014252,77,50 and above,New,2013-12-20,143,1,96,3,3,96,96
3254,Eduardo Scott,AW00014253,76,50 and above,Regular,2013-06-11,149,2,3394,6,6,1697,282
3255,Tabitha Gill,AW00014254,76,50 and above,New,2013-07-02,148,1,81,3,3,81,81
3256,Jonathan Jackson,AW00014255,77,50 and above,Regular,2013-06-11,149,2,3379,4,4,1689,281
3257,Elizabeth Robinson,AW00014256,77,50 and above,Regular,2013-06-10,149,2,3342,3,3,1671,278
3258,James Carter,AW00014257,77,50 and above,New,2013-08-19,147,1,86,2,2,86,86
3259,Haley Foster,AW00014258,75,50 and above,New,2014-01-24,142,1,81,3,3,81,81
3260,Antonio Flores,AW00014259,67,50 and above,Regular,2013-09-14,146,3,3630,4,4,1210,302
3261,Frank Ruiz,AW00014260,66,50 and above,Regular,2013-09-01,146,3,3715,6,6,1238,309
3262,Meredith Subram,AW00014261,67,50 and above,VIP,2013-11-16,144,3,5654,5,5,1884,403
3263,Jon He,AW00014262,61,50 and above,VIP,2013-12-07,143,3,5652,6,6,1884,376
3264,Nina Lal,AW00014263,66,50 and above,VIP,2013-12-11,143,3,5648,5,4,1882,376
3265,Karl Lal,AW00014264,66,50 and above,VIP,2013-09-03,146,3,5217,7,7,1739,434
3266,Garrett Bell,AW00014265,45,40-49,New,2014-01-05,142,5,215,9,9,43,35
3267,Cory Patel,AW00014266,45,40-49,New,2013-02-27,153,1,57,2,2,57,57
3268,Lauren Wood,AW00014267,44,40-49,Regular,2013-10-12,145,2,2786,4,4,1393,174
3269,Isabella Roberts,AW00014268,39,30-39,Regular,2013-10-27,145,2,2736,3,3,1368,171
3270,Tony She,AW00014269,44,40-49,New,2013-09-23,146,1,86,2,2,86,86
3271,James Ross,AW00014270,45,40-49,New,2013-05-11,150,2,1793,4,4,896,163
3272,Lucas Wright,AW00014271,46,40-49,New,2013-03-08,152,1,22,1,1,22,22
3273,Sydney Ward,AW00014272,46,40-49,Regular,2013-10-11,145,2,2765,5,5,1382,172
3274,Angel Parker,AW00014273,41,40-49,New,2013-09-06,146,1,72,2,2,72,72
3275,Edward Williams,AW00014274,43,40-49,New,2013-12-29,143,3,122,6,6,40,15
3276,Arthur Prasad,AW00014275,65,50 and above,VIP,2013-09-26,146,3,5158,6,6,1719,429
3277,Melody Suarez,AW00014276,64,50 and above,New,2013-08-29,147,3,5258,11,8,1752,478
3278,Jerry She,AW00014277,58,50 and above,VIP,2013-09-06,146,3,5196,5,5,1732,433
3279,Olivia Sanchez,AW00014278,56,50 and above,New,2013-08-24,147,2,178,5,5,89,178
3280,Taylor Barnes,AW00014279,56,50 and above,VIP,2013-09-24,146,3,5137,7,6,1712,428
3281,Isaac Oliver,AW00014280,47,40-49,New,2013-04-20,151,1,57,2,2,57,57
3282,Daniel Wilson,AW00014281,46,40-49,New,2013-09-14,146,2,4746,7,7,2373,1186
3283,Brianna Lewis,AW00014282,46,40-49,New,2014-01-09,142,5,195,9,9,39,19
3284,Seth Simmons,AW00014283,40,40-49,New,2013-05-23,150,2,1799,3,3,899,163
3285,Wyatt Anderson,AW00014284,46,40-49,New,2013-05-20,150,2,1769,2,2,884,160
3286,Taylor Hughes,AW00014285,40,40-49,Regular,2013-05-07,150,2,1804,3,3,902,150
3287,Kristine Hernandez,AW00014286,61,50 and above,VIP,2013-09-03,146,3,5234,7,7,1744,436
3288,Derek Xie,AW00014287,49,40-49,New,2013-08-29,147,3,5141,4,4,1713,467
3289,Christina Ramirez,AW00014288,54,50 and above,Regular,2013-06-17,149,2,3351,4,4,1675,257
3290,Jessica Martinez,AW00014289,53,50 and above,Regular,2013-06-12,149,2,3376,5,5,1688,281
3291,Jonathan Wilson,AW00014290,63,50 and above,New,2013-06-23,149,2,3377,4,4,1688,307
3292,Tyler White,AW00014291,62,50 and above,New,2013-08-16,147,3,259,8,8,86,37
3293,Isabella Ross,AW00014292,57,50 and above,New,2013-06-26,149,2,3319,4,4,1659,301
3294,Kyle Campbell,AW00014293,63,50 and above,New,2013-08-18,147,1,46,2,2,46,46
3295,Steven Gray,AW00014294,62,50 and above,New,2013-04-25,151,1,81,3,3,81,81
3296,Hannah Thomas,AW00014295,62,50 and above,New,2013-05-28,150,1,57,2,2,57,57
3297,Benjamin Russell,AW00014296,63,50 and above,New,2013-05-28,150,1,46,4,4,46,46
3298,Kristin Raji,AW00014297,63,50 and above,New,2013-06-28,149,2,3335,4,4,1667,303
3299,Kaitlyn Jenkins,AW00014298,62,50 and above,New,2013-06-21,149,2,3365,5,5,1682,305
3300,Jermaine Chandra,AW00014299,53,50 and above,VIP,2013-09-05,146,3,5108,3,3,1702,425
3301,Colin He,AW00014300,53,50 and above,VIP,2013-09-28,146,3,5322,8,8,1774,443
3302,Ruben Vazquez,AW00014301,58,50 and above,VIP,2013-09-21,146,3,5142,4,4,1714,428
3303,April Beck,AW00014302,57,50 and above,VIP,2013-09-10,146,3,5140,5,5,1713,395
3304,Briana Ramos,AW00014303,58,50 and above,Regular,2013-09-20,146,3,3636,5,5,1212,303
3305,Jacquelyn Jimenez,AW00014304,52,50 and above,Regular,2013-10-21,145,3,3595,4,4,1198,276
3306,Brendan Shen,AW00014305,57,50 and above,Regular,2013-10-05,145,3,3651,7,7,1217,280
3307,Byron Ramos,AW00014306,59,50 and above,Regular,2013-10-01,145,3,3652,6,6,1217,280
3308,Ross Perez,AW00014307,59,50 and above,New,2013-07-15,148,3,196,5,5,65,39
3309,Marie Ramos,AW00014308,42,40-49,VIP,2013-09-06,146,3,5140,7,6,1713,428
3310,Orlando Sanz,AW00014309,54,50 and above,New,2013-11-04,144,2,99,3,3,49,11
3311,Jon Zeng,AW00014310,48,40-49,VIP,2013-09-15,146,3,5200,9,8,1733,433
3312,Erik Alvarez,AW00014311,43,40-49,New,2013-08-11,147,2,138,5,5,69,27
3313,Claudia Lin,AW00014312,59,50 and above,New,2013-08-04,147,3,191,4,4,63,31
3314,Christian Smith,AW00014313,59,50 and above,New,2013-11-21,144,3,223,7,7,74,74
3315,Katherine Cooper,AW00014314,55,50 and above,New,2013-08-09,147,2,123,5,5,61,61
3316,Carl Chander,AW00014315,55,50 and above,New,2013-10-05,145,2,109,5,5,54,18
3317,Leonard Anand,AW00014316,58,50 and above,Regular,2013-10-25,145,3,3796,10,9,1265,271
3318,Steve Liang,AW00014317,57,50 and above,New,2013-11-08,144,2,81,4,4,40,9
3319,Seth Rogers,AW00014318,57,50 and above,New,2013-08-25,147,2,138,5,5,69,27
3320,Renee Sanz,AW00014319,57,50 and above,New,2013-12-05,143,2,138,5,5,69,27
3321,Amy Hu,AW00014320,53,50 and above,New,2013-09-18,146,2,262,6,6,131,131
3322,Jackson Evans,AW00014321,56,50 and above,New,2014-01-25,142,2,77,3,3,38,38
3323,Sydney Thomas,AW00014322,61,50 and above,VIP,2013-09-09,146,3,5111,3,3,1703,393
3324,Colin Tang,AW00014323,62,50 and above,VIP,2013-09-24,146,3,5221,7,7,1740,435
3325,Jessie Alvarez,AW00014324,63,50 and above,VIP,2013-09-16,146,3,5121,4,3,1707,426
